Device Status,Status,Device ID,Name,Site,Poll Type,Poll Group Name,Admin Profile,Client Profile,IP Address,Trap Status,Syslog Status,Poll Status,Poll Details,Device Type,Family,Firmware,Reference,Connector,Updates,Archived,Config Changed,Policy Domain,Boot PROM,Base MAC,Serial Number,Stats,Location,Contact,System Name,Uptime,Nickname,Description,User Data 1,User Data 2,User Data 3,User Data 4,Notes,Asset Tag,Network OS ID,Network OS,Device Group ID
1,Up - No Alarms,60,EOC_CAB13_7400A_CORE,/World/LCSO/EOC,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.97,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18371 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B9:28:00,2007Q-30081,Collecting Historical,,http://www.extremenetworks.com/contact/,EOC_CAB13_7400A_CORE,183 Days 15:26:32,EOC_CAB13_7400A_CORE,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,62,EOC_CAB13_7400B_CORE,/World/LCSO/EOC,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.99,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18376 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B9:C4:00,2003Q-30060,Collecting Historical,,http://www.extremenetworks.com/contact/,EOC_CAB13_7400B_CORE,183 Days 15:36:01,EOC_CAB13_7400B_CORE,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,136,EOC_CAB13_B5,/World/LCSO/EOC,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.110,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18374 Down: 0,B5K125-48P2,B-Series,06.81.06.0002,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:B2:9E,14490468916G,Not Collecting,EOC,,EOC_CAB13_B5,181 Days 16:08:20,EOC_CAB13_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.06.0002",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,118,EOC_CAB14_7400A_vIST,/World/LCSO/EOC,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.107,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B9:64:00,2004Q-30001,Not Collecting,,http://www.extremenetworks.com/contact/,EOC_CAB14_7400A_vIST,183 Days 12:25:38,EOC_CAB14_7400A_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,119,EOC_CAB14_7400B_vIST,/World/LCSO/EOC,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.108,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18375 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B8:B8:00,2004Q-30015,Not Collecting,,http://www.extremenetworks.com/contact/,EOC_CAB14_7400B_vIST,183 Days 12:21:16,EOC_CAB14_7400B_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,153,EOC_S1_VIDEO,/World/LCSO/EOC,SNMPv3,Default,LCSO2020_S1_VIDEO,LCSO2020_S1_VIDEO,172.24.252.111,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18023 Down: 0,S1-A,S-Series,08.63.04.0004,FALSE,,"Run ""Check for Updates"" to find new firmware releases",FALSE,FALSE,,01.01.25,20:B3:99:9C:22:1D,13392232595B,Not Collecting,EOC,,EOC_S1,105 Days 18:40:58,EOC_S1_VIDEO,"Extreme Networks, Inc. S1-A Chassis Rev 08.63.04.0004 12/18/2018--09:59 ofc",,,,,,,nos-id-eos,EOS,
1,Up - No Alarms,12,EOC_WIRELESS-CONTROLLER_C25,/World/LCSO/EOC,SNMPv3,Default,Wireless_lcso_V3,Wireless_lcso_V3,172.24.253.69,Not Supported,Not Supported,Available: 100.000%,Up: 18376 Down: 0,C25,Wireless Controller,10.41.07.0014,FALSE,,"Run ""Check for Updates"" to find new firmware releases",FALSE,FALSE,,,68:05:CA:03:8B:84,,Not Collecting,EOC,,lcso-wac2.sheriffleefl.org,14 Days 15:29:02,EOC_WIRELESS-CONTROLLER_C25,"Extreme Networks Wireless Controller - C25,  System Version 10.41.07.0014",,,,,,,nos-id-identi-fi,IdentiFi,
1,Up - No Alarms,98,ESU_MDF_450-24P_SW1,/World/LCSO/ESU,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.21.2,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18342 Down: 0,X450-G2-24p-10GE4,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,1.0.2.1,00:04:96:E3:BF:57,800599-00-21 2019G-01159,Not Collecting,CIVIL,Lee County Sheriff,ESU_MDF_450-24P_SW1,202 Days 01:45:46,ESU_MDF_450-24P_SW1,ExtremeXOS (X450G2-24p-10G4) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:54:28 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,87,EVID_MDF-207_465-48P_STACK,/World/LCSO/FORENSICS,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.37,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18376 Down: 0,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FD:DD:BD,800905-00-05 2009F-20088,Not Collecting,EVIDENCE,Lee County Sheriff,EVID_MDF-207_465-48P_STACK,77 Days 01:12:32,EVID_MDF-207_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,65,EVID_MDF-207_7400A_CORE,/World/LCSO/FORENSICS,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.33,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,48:9B:D5:9B:F8:00,1948Q-40002,Collecting Historical,,http://www.extremenetworks.com/contact/,EVID_MDF-207_7400A_CORE,77 Days 01:10:45,EVID_MDF-207_7400A_CORE,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,66,EVID_MDF-207_7400B_CORE,/World/LCSO/FORENSICS,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.35,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18375 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:BD:F0:00,2007Q-30070,Collecting Historical,,http://www.extremenetworks.com/contact/,EVID_MDF-207_7400B_CORE,77 Days 01:11:07,EVID_MDF-207_7400B_CORE,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,100,FLEET_MDF_450-48P_SW1,/World/LCSO/FLEET,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.8.3,Trap Receiver Registered,Syslog Receiver Registered,Available: 99.924%,Up: 18331 Down: 14,X450-G2-48p-10GE4,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,1.0.2.1,00:04:96:CD:7B:6E,800601-00-20 1935N-43896,Collecting Historical,CIVIL,Lee County Sheriff,FLEET_MDF_450-48P_SW1,27 Days 23:50:21,FLEET_MDF_450-48P_SW1,ExtremeXOS (X450G2-48p-10G4) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:54:28 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,101,Fleet-Trailer-B5,/World/LCSO/FLEET,SNMPv3,Default,lcso_v3_profile,lcso_v3_profile,172.24.8.5,Trap Receiver Registered,Syslog Receiver Registered,Available: 99.924%,Up: 18330 Down: 14,B5K125-48P2,B-Series,06.81.06.0002,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,,02.02.51,20:B3:99:EF:17:EE,14241034916D,Not Collecting,Fleet,,Fleet-Trailer-B5,354 Days 02:42:47,Fleet-Trailer-B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.06.0002",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,121,GUNRANGE_K9_B5,/World/LCSO/GUN RANGE,SNMPv3,Default,LCSO2020,LCSO2020,172.24.15.4,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18374 Down: 0,B5K125-48P2,B-Series,06.71.03.0025,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.15,20:B3:99:68:4A:C4,12330259225L,Not Collecting,GUNRANGE,,GUNRANGE_K9_B5,175 Days 01:01:30,GUNRANGE_K9_B5,"Enterasys Networks, Inc. B5K125-48P2 Rev 06.71.03.0025",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,104,GUNRANGE_MDF_465-48P_STACK,/World/LCSO/GUN RANGE,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.15.2,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18377 Down: 0,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,22:9E:F7:C8:48:E2,800905-00-09 2023F-20331,Not Collecting,CIVIL,Lee County Sheriff,GUNRANGE_MDF_465-48P_STACK,193 Days 23:20:36,GUNRANGE_MDF_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
0,Down - 2 Critical Alarms,54,HDQ-EXT-ANALYTICS,/World,SNMPv3,Default,NAC_SNMPv3_Profile,NAC_SNMPv3_Profile,172.24.105.113,---,Not Supported,Available: 90.252%,Up: 16582 Down: 1791,Virtual Application Analytics Engine PV-V,Extreme Analytics,8.4.4.26,FALSE,,"Run ""Check for Updates"" to find new firmware releases",FALSE,FALSE,N/A,,,,Collecting Historical,Unknown,root,HDQ-EXT-ANALYTICS.sheriffleefl.org,0 Days 23:28:18,HDQ-EXT-ANALYTICS,Extreme Networks - Application Analytics Engine Virtual Appliance - PV-V - Version: 8.4.4.26,,,,,,,nos-id-ubuntu,Ubuntu,
1,Up - 5 Critical Alarms,52,HDQ-EXT-NAC,/World,SNMPv3,Default,NAC_SNMPv3_Profile,NAC_SNMPv3_Profile,172.24.105.10,---,Not Supported,Available: 99.973%,Up: 18371 Down: 5,Virtual Access Control Engine IA-V,Extreme Control,8.5.2.6,FALSE,,"Run ""Check for Updates"" to find new firmware releases",FALSE,FALSE,N/A,,,,Collecting Historical,Unknown,root,HDQ-EXT-NAC.sheriffleefl.org,64 Days 01:28:09,HDQ-EXT-NAC,Extreme Networks Access Control Engine - IA-V: Virtual Access Control Engine - Version: 8.5.2.6,,,,,,,nos-id-ubuntu,Ubuntu,
1,Up - No Alarms,107,HQ_IDF1-1101_465-48P_STACK,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.10,Trap Receiver Registered,Syslog Receiver Registered,Available: 99.995%,Up: 18375 Down: 1,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FE:26:65,800905-00-05 2009F-20121,Collecting Historical,HQ,Lee County Sheriff,HQ_IDF1-1101_465-48P_STACK,22 Days 01:57:27,HQ_IDF1-1101_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,128,HQ_IDF1-1101_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.14,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18371 Down: 0,B5K125-48P2,B-Series,06.81.10.0001,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:A6:D6,14490396916G,Not Collecting,HQ,,HQ_IDF1-1101_B5,175 Days 19:19:14,HQ_IDF1-1101_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.10.0001",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,89,HQ_IDF2-1502_465-48P_STACK,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.8,Trap Receiver Registered,Syslog Receiver Registered,Available: 99.989%,Up: 18375 Down: 2,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FE:12:C7,800905-00-05 2009F-20460,Collecting Historical,HQ,Lee County Sheriff,HQ_IDF2-1502_465-48P_STACK,0 Days 04:22:53,HQ_IDF2-1502_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,130,HQ_IDF2-1502_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.15,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18376 Down: 0,B5K125-48P2,B-Series,06.81.06.0002,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:16:05,14500584916G,Not Collecting,HQ,,HQ_RM-1502_B5,175 Days 18:34:47,HQ_IDF2-1502_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.06.0002",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,88,HQ_IDF3-1403_465-48P_STACK,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.9,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18373 Down: 0,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FD:D5:81,800905-00-05 2009F-20135,Collecting Historical,HQ,Lee County Sheriff,HQ_IDF3-1403_465-48P_STACK,209 Days 00:33:26,HQ_IDF3-1403_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,129,HQ_IDF3-1403_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.16,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18374 Down: 0,B5K125-48P2,B-Series,06.81.06.0002,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:11:43,14500563916G,Not Collecting,HQ,,HQ_IDF3-1403_B5,175 Days 18:28:56,HQ_IDF3-1403_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.06.0002",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,109,HQ_MDF-414_465-48P_STACK,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.11,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18374 Down: 0,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FE:19:CD,800905-00-05 2009F-20112,Collecting Historical,HQ,Lee County Sheriff,HQ_MDF-414_465-48P_STACK,190 Days 18:19:54,HQ_MDF-414_465-48P_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,141,HQ_MDF-1414_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.18,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18375 Down: 0,B5K125-48P2,B-Series,06.81.05.0003,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:C1:58,14490433916G,Not Collecting,HQ,,HQ_MDF-1414_B5,169 Days 01:02:23,HQ_MDF-1414_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.05.0003",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,70,HQ_RTIC_465-48P,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.7,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18374 Down: 0,X465-48P,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5C:0E:8B:FE:1D:6F,800905-00-05 2009F-20134,Collecting Historical,HQ,Lee County Sheriff,HQ_RTIC_465-48P,218 Days 05:51:40,HQ_RTIC_465-48P,ExtremeXOS (X465-48P) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,131,HQ_SVRRM-CAB1_7400A_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.25,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18375 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B5:98:00,1947Q-40133,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB1_7400A_vIST,174 Days 18:32:14,HQ_SVRRM-CAB1_7400A_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,132,HQ_SVRRM-CAB1_7400B_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.26,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B6:98:00,1948Q-40070,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB1_7400B_vIST,174 Days 18:31:49,HQ_SVRRM-CAB1_7400B_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,133,HQ_SVRRM-CAB2_7400A_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.27,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18372 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B4:94:00,1951Q-30068,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB2_7400A_vIST,174 Days 18:26:20,HQ_SVRRM-CAB2_7400A_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,134,HQ_SVRRM-CAB2_7400B_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.28,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18373 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,48:9B:D5:9A:A8:00,1947Q-40115,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB2_7400B_vIST,174 Days 18:24:07,HQ_SVRRM-CAB2_7400B_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,135,HQ_SVRRM-CAB2_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.13,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18372 Down: 0,B5K125-48P2,B-Series,06.81.05.0003,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:05:A5:40,14490429916G,Not Collecting,HQ,,HQ_SVRRM-CAB2_B5,173 Days 23:45:27,HQ_SVRRM-CAB2_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.05.0003",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,154,HQ_SVRRM-CAB3_7400A_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.29,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 99.966%,Up: 17837 Down: 6,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,48:9B:D5:92:40:00,1934Q-30119,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB3_7400A_vIST,76 Days 03:25:53,HQ_SVRRM-CAB3_7400A_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,123,HQ_SVRRM-CAB3_7400B_vIST,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.30,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:B7:E8:00,2004Q-30045,Not Collecting,,http://www.extremenetworks.com/contact/,HQ_SVRRM-CAB3_7400B_vIST,92 Days 00:21:29,HQ_SVRRM-CAB3_7400B_vIST,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
1,Up - No Alarms,140,HQ_SVRRM-CAB6_B5,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.17,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18371 Down: 0,B5K125-48P2,B-Series,06.81.10.0001,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,FALSE,,02.02.51,D8:84:66:04:FB:BD,14500438916G,Not Collecting,HQ,,HQ_SVRRM-CAB6_B5,169 Days 14:06:52,HQ_SVRRM-CAB6_B5,"Extreme Networks, Inc. B5K125-48P2 Rev 06.81.10.0001",,,,,,,nos-id-a-b-c,A/B/C,
1,Up - No Alarms,145,HQ_SVRRM_450-48P_TEMP,/World/LCSO/HQ,SNMPv3,Default,TESTLCSO2020,TESTLCSO2020,172.24.252.6,Trap Receiver Registered,Syslog Receiver Unregistered,Available: 99.946%,Up: 18362 Down: 10,X450-G2-48p-10GE4,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",FALSE,FALSE,LCSO POLICY DOMAIN,1.0.2.1,00:04:96:CD:7A:B5,800601-00-20 1935N-43840,Not Collecting,HQ,Lee County Sheriff,HQ_SVRRM_450-48P_TEMP,64 Days 01:53:33,HQ_SVRRM_450-48P_TEMP,ExtremeXOS (X450G2-48p-10G4) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:54:28 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,108,HQ_SVRRM_465-24MU_E911_STACK,/World/LCSO/HQ,SNMPv3,Default,LCSO_SNMPV3_PROFILE,LCSO_SNMPV3_PROFILE,172.24.252.12,Trap Receiver Registered,Syslog Receiver Registered,Available: 100.000%,Up: 18378 Down: 0,ONIE Stack,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,LCSO POLICY DOMAIN,,5E:0E:8B:FC:E7:51,800907-00-03 1933F-20059,Collecting Historical,HQ,Lee County Sheriff,HQ_SVRRM_465-24MU_E911_STACK,195 Days 22:17:38,HQ_SVRRM_465-24MU_E911_STACK,ExtremeXOS (Stack) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,148,HQ_SVRRM_465-24MU_VoIP,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.19,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,X465-24MU,Summit Series,30.6.1.11-patch1-11,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,,,5C:0E:8B:FC:E5:D5,800907-00-03 1933F-20060,Not Collecting,HQ,Lee County Sheriff,HQ_SVRRM_465-24MU_VoIP,111 Days 22:50:47,HQ_SVRRM_465-24MU_VoIP,ExtremeXOS (X465-24MU) version 30.6.1.11 30.6.1.11-patch1-11 by release-manager on Wed May 27 11:52:45 EDT 2020,,,,,,,nos-id-exos,ExtremeXOS,
1,Up - No Alarms,55,HQ_SVRRM_7400A_CORE,/World/LCSO/HQ,SNMPv3,Default,LCSO2020,LCSO2020,172.24.252.1,Trap Receiver Unregistered,Syslog Receiver Unregistered,Available: 100.000%,Up: 18374 Down: 0,VSP-7400-48Y-8C,VSP Series,8.1.6.0,FALSE,,"Run ""Check for Updates"" to find new firmware releases",TRUE,TRUE,N/A,,88:7E:25:BD:1C:00,2007Q-30056,Collecting Historical,,http://www.extremenetworks.com/contact/,HQ_SVRRM_7400A_CORE,169 Days 08:47:51,HQ_SVRRM_7400A_CORE,VSP-7400-48Y-8C (8.1.6.0),,,,,,,nos-id-voss,VOSS,
